àÍ,inf
ãù,0.2,0.4,0.1,1.0,0.2,0.9,0.6,0.7
ãû,0.1,0.5,0.1,1.2,0.1,0.3,0.5,0.3
í‡,0.2,0.3,0.1,0.6,0.2,0.2,0.4,0.3,0.2
ó∫,0.2,0.6,0.1,1.3,0.4,0.3,0.7,0.8,0.6
êl,0.8,0.7
èY,1.0,0.2,0.4,0.5
êm,1.2,0.3,0.2,0.4
ãw,1.4,0.2,0.6,1.1
ç°,0.6,2.2,0.2,1.2
âÓ,0.5,1.0,0.5,0.5
ïß,1.5,0.2,1.7,1.0
ée,1.2,0.2,1.0,0.6,0.7
éd,1.7,0.2,0.5,0.5,0.6
ëº,1.1,0.1,1.9,0.4,1.2
ït,1.3,0.2,0.7,1.0,0.2
êÂ,1.2,0.2,0.4,1.4,0.8
ë„,1.6,0.3,0.7,0.6,0.1
óﬂ,0.8,1.6,0.2,1.4,0.9
à»,0.7,1.0,0.1,0.6,0.8
âº,1.3,0.3,0.5,0.8,0.9,0.5
ã¬,1.1,0.3,0.4,1.0,1.1,0.5
íá,0.6,0.3,0.3,1.0,0.6,1.8
åè,1.4,0.2,1.1,0.9,0.3,1.1
îC,1.7,0.1,0.8,0.9,0.4,0.6
äÈ,0.7,0.9,0.3,0.2,0.4,0.3
à…,0.7,0.3,1.2,0.4,0.2,0.8
åﬁ,1.2,0.2,0.1,0.5,1.3,0.2
äÍ,1.4,0.1,0.6,0.8,1.1,0.7
ïö,1.4,0.3,1.0,0.6,0.5,0.2
î∞,1.4,0.2,0.7,0.7,0.4,0.2
ãx,1.5,0.2,1.0,0.6,0.7,0.8
âÔ,0.6,1.3,0.4,0.3,1.1,1.0
ì`,1.2,0.2,0.5,0.6,1.1,0.8
îå,1.6,0.1,0.4,0.3,1.6,0.3,0.6
î∫,1.5,0.3,0.1,0.3,0.6,1.0,1.4
ó‡,0.6,0.3,0.4,0.7,0.2,0.7,0.3
êL,2.5,0.3,0.4,2.1,0.3,0.2,0.7
éf,0.6,0.3,0.7,0.5,0.2,0.1,0.9,0.4
éó,1.0,0.2,0.3,0.8,0.1,0.5,0.7
âæ,1.1,0.2,1.3,0.5,0.2,1.2,0.5
íœ,1.5,0.4,0.4,1.3,0.3,0.4,0.4
íA,1.5,0.1,0.3,1.3,0.3,0.3,0.3
à ,1.6,0.3,0.2,0.7,0.3,0.3,0.4
í·,0.9,0.2,0.5,1.1,0.2,1.6,0.7
èZ,1.4,0.2,0.1,0.7,0.4,0.4,0.5
ç≤,0.5,0.2,0.8,1.5,0.5,0.4,0.7
óC,0.6,0.2,0.6,0.6,0.4,0.9,0.1
ëÃ,0.6,0.2,0.7,1.1,0.3,0.9,0.4
âΩ,1.6,0.2,0.5,0.2,0.7,0.5,0.3
ó],0.9,1.6,0.2,0.3,0.6,0.3,0.3
çÏ,0.6,0.2,0.7,1.0,0.7,0.3,0.2
â¿,1.2,0.2,0.7,0.6,0.7,0.1,0.2,0.7
ïπ,0.6,0.4,0.1,0.2,0.6,0.3,0.6,0.6
åÒ,1.3,0.3,0.2,0.6,0.8,0.1,0.9,0.6
ég,1.2,0.3,0.6,0.2,1.2,0.3,0.7,0.6
ä§,1.1,0.2,0.1,0.9,0.4,0.5,0.2,0.6
ó·,1.1,0.2,0.3,1.2,0.8,0.2,0.1,1.1
éò,1.6,0.3,0.7,0.3,0.9,0.8,0.5,0.2
ãü,1.5,0.1,0.8,0.4,0.4,0.6,0.7,0.4
àÀ,1.5,0.4,0.4,0.9,1.7,0.5,0.3,0.5
ã†,1.4,0.2,0.6,0.1,0.6,0.6,0.9,0.6
âø,1.3,0.2,0.7,0.2,1.4,0.4,0.5,0.6
ñô,1.4,0.3,0.9,0.3,0.9,1.0,0.2,0.1
ïé,1.2,0.1,0.3,0.7,1.2,1.4,0.8,0.4
åÚ,1.1,0.2,0.9,0.7,0.7,0.3,0.1,0.2,0.8
êN,1.4,0.2,0.8,0.4,0.5,0.4,0.8,0.4,0.9
óµ,0.7,0.1,0.1,0.9,0.2,0.4,0.5,1.2,0.2
ï÷,1.2,0.4,0.6,0.2,1.3,0.3,0.3,0.7,1.4
åW,0.6,0.2,0.8,0.6,1.0,0.1,0.4,0.5,0.2
ë£,1.1,0.1,0.1,1.1,0.4,0.3,0.5,0.8,0.9
â‚,1.3,0.3,0.3,0.4,0.5,1.2,0.9,0.7,0.1
èr,0.6,0.2,0.7,0.1,0.7,0.4,0.4,0.5,0.7
ë≠,1.2,0.2,0.9,0.1,0.4,0.9,0.3,0.8,0.3
ï€,1.2,0.3,0.1,0.8,0.3,0.6,0.6,0.1,0.4
êM,1.3,0.2,0.1,0.8,0.1,0.2,0.2,0.8,0.1
ñì,1.2,0.1,0.1,1.2,0.3,0.5,0.2,0.5,0.8
èC,1.0,0.4,0.3,0.4,0.5,0.3,1.5,0.3,0.4,0.6
îo,1.4,0.1,0.4,0.7,0.4,0.5,1.1,0.7,0.4,0.4
ïU,1.4,0.3,0.5,0.5,0.3,0.5,0.9,0.7,0.3,0.5
ïÓ,0.5,0.3,0.4,0.2,0.6,1.1,1.0,0.2,0.1,0.5
â¥,1.1,0.2,0.7,0.3,0.4,0.3,0.1,1.1,0.5,0.5,1.1
ëq,0.9,1.3,0.2,1.4,0.1,0.1,0.3,0.4,1.2,0.2
å¬,0.6,0.3,0.2,1.1,0.3,0.2,0.1,0.6,0.6,0.7
î{,1.1,0.2,0.2,0.7,0.3,0.6,0.4,0.2,0.9,0.1
ì|,1.0,0.2,0.4,0.6,0.1,0.4,0.4,0.4,0.2,0.7
åÙ,0.9,0.3,0.2,0.3,0.7,0.1,0.4,0.6,0.6,0.3
åÛ,1.4,0.1,0.3,1.1,0.5,0.5,0.4,0.2,0.5,0.5
éÿ,0.6,0.2,0.8,0.2,0.8,0.5,0.4,0.9,0.2,0.3
ïÌ,0.9,0.2,0.2,0.3,0.7,0.5,0.8,0.4,0.8,0.7
íl,1.4,0.2,0.7,0.4,0.7,1.1,0.4,0.3,0.3,0.9
åë,1.1,0.3,0.1,0.4,0.6,0.7,1.5,0.7,0.5,0.6,0.5
óœ,1.2,0.3,2.0,0.9,0.4,0.2,1.5,0.6,0.3,0.6
ò`,1.2,0.2,0.2,0.9,0.4,0.3,0.4,0.5,0.5,0.5
ã‰,0.6,0.2,0.3,1.2,0.4,0.5,0.2,0.4,0.6,0.2
åê,1.1,0.3,0.3,0.2,0.1,0.1,1.1,0.1,0.7,0.6
àÃ,0.5,0.4,0.3,1.0,0.4,0.1,0.4,0.3,0.1,0.2,0.4,0.2
ïŒ,0.9,0.3,0.3,0.6,0.2,1.0,0.7,1.4,0.7,0.4,0.8
í‚,0.5,0.4,0.2,0.7,0.1,1.2,0.4,0.2,0.7,0.1,0.3
åí,0.8,0.2,0.8,0.6,0.3,0.9,0.4,0.1,0.7,0.3,1.0
é√,1.4,0.3,0.3,1.1,0.3,0.2,0.3,0.4,0.4,0.1,0.2
ë§,0.9,0.2,0.3,1.4,0.4,0.4,0.5,0.5,0.2,0.2,0.9
í„,1.2,0.2,0.2,0.4,0.6,0.8,0.4,0.5,0.3,0.6,0.1
ãÙ,1.5,0.3,0.3,1.0,0.2,0.3,0.3,1.6,0.6,0.2,0.3
ãU,0.9,0.1,0.2,1.7,1.1,1.0,1.3,0.1,0.2,0.2,0.2
ñT,0.6,0.3,0.2,0.6,0.1,0.7,0.3,0.7,0.2,0.6,0.6,0.5
åÜ,1.0,0.4,0.6,0.7,0.2,0.3,0.3,0.1,0.3,0.5,0.4,0.3,0.8
éP,0.5,1.4,0.3,0.2,0.8,0.3,0.2,0.2,0.9,0.2,0.4,0.7
îı,1.1,0.3,0.9,0.2,0.5,0.8,0.5,0.3,1.4,0.2,0.1,0.3
ç√,0.5,0.4,0.2,0.8,0.3,0.3,0.4,0.6,0.1,0.6,0.3,0.2,0.8
ób,0.5,0.3,0.1,0.8,0.6,0.8,0.8,0.1,0.4,1.5,0.2,0.3,0.7
ç¬,0.9,0.2,0.6,0.4,0.1,0.7,0.5,0.9,0.5,0.6,0.3,0.7,0.1
èù,0.4,0.2,0.8,0.5,0.2,1.1,0.6,0.5,0.6,0.3,0.9,0.6,0.5
åX,1.2,0.2,0.5,0.6,0.3,0.6,0.3,1.2,0.5,0.6,0.4,0.6,0.2
ãÕ,0.5,0.2,0.7,0.2,0.4,0.1,1.0,0.1,0.3,0.2,0.2,0.3
ì≠,1.1,0.1,0.7,0.6,0.1,1.2,0.6,0.4,0.5,0.6,0.3,1.4,0.9
ëú,1.0,0.4,0.4,0.9,0.1,1.3,0.2,0.3,0.4,0.9,0.6,0.4,0.4,0.8
ã°,1.1,0.3,0.4,0.6,0.3,0.9,0.1,0.6,0.4,0.3,1.6,0.1,0.7,0.4
ñl,1.1,0.1,0.2,0.3,0.1,0.7,0.8,0.1,0.6,0.2,0.3,0.1,0.7,0.5
óª,1.1,0.3,0.8,0.1,0.7,0.1,0.4,0.3,0.2,1.0,0.5,0.5,0.3,0.3,0.2
ëm,1.5,0.3,0.1,0.4,0.2,1.0,0.1,0.2,0.1,0.2,0.8,0.4,0.3
ï∆,1.0,0.2,0.8,0.6,0.7,0.1,0.7,0.5,0.1,0.1,0.2,0.6,0.3,0.1,0.5
ãV,0.5,0.2,0.1,0.8,0.6,0.2,0.2,0.4,0.3,0.9,0.2,0.3,0.9,0.5,0.2
â≠,1.4,0.3,0.1,0.5,0.1,0.7,0.9,0.3,1.2,0.7,0.7,0.2,0.5,0.2,0.3
éÚ,0.9,0.3,0.5,0.2,1.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.4,0.1,0.3
èû,1.3,0.2,0.2,0.2,0.8,0.3,0.8,0.2,0.4,0.6,0.1,1.0,0.4,0.6,0.5,0.7,0.1
óD,1.0,0.2,0.5,0.2,0.1,0.9,0.4,0.4,0.2,0.7,0.2,0.2,0.3,0.3,0.7,0.5,0.5
ñ◊,1.2,0.3,0.1,0.1,0.7,0.5,0.1,0.5,0.7,0.3,0.2,0.1,1.8,0.7,1.1,0.3,0.2
àÚ,2.2,0.7,0.5,1.8
å≥,0.7,0.6,0.7,1.2
åZ,0.3,1.8,0.5,0.9,1.1
è[,0.1,0.3,1.2,0.2,0.6,1.4
íõ,0.7,0.1,0.7,0.9,0.7,0.2
ã¢,0.6,0.1,0.2,0.4,0.6,0.6,1.2
êÊ,0.2,0.8,0.4,0.7,0.5,1.0
åı,0.6,0.2,0.4,0.4,0.4,1.1
çé,0.3,0.5,0.3,0.9,0.1,0.8,1.1
ñ∆,0.7,0.6,0.2,1.3,0.3,0.6,0.7,1.5
ìe,1.1,0.2,0.8,0.5,0.9,0.7,0.9,0.2
éô,0.3,0.3,1.2,0.3,0.2,0.9,1.2
ì},0.1,0.2,0.3,0.1,0.8,0.2,0.9,0.2,1.3,0.7
äï,0.2,0.3,0.5,0.8,0.3,1.0,0.4,0.4,0.9,0.4,1.1,1.0
ì¸,0.7,3.3
ëS,1.0,1.0,0.4,0.3,0.6,0.3
î™,0.9,1.1
åˆ,0.9,0.9,1.5,1.2
òZ,0.3,0.4,0.6,1.3
ã§,0.4,0.3,0.6,0.7,0.6,0.5
ï∫,0.8,0.6,0.7,0.2,0.6,0.8,0.2
ë¥,0.8,0.6,0.3,0.2,0.3,0.5,0.3,0.3
ãÔ,0.4,1.4,0.3,0.1,0.3,0.6,0.5,0.5
ìT,0.3,1.6,0.7,0.3,0.4,0.8,0.6,0.4
åì,0.1,0.4,0.7,0.8,0.7,0.9,0.4,0.9,0.4,0.6
ì‡,0.6,1.0,1.1,0.6
â~,0.7,0.9,0.3,0.4
ç˚,0.7,1.7,0.7,0.6,0.8
çƒ,0.5,0.6,1.1,0.4,0.5,0.4
ñ`,0.3,0.7,0.7,0.5,0.2,1.4,0.6,0.4,0.5
èÁ,0.3,0.8,0.3,1.6
é ,0.2,0.8,0.4,0.9,0.6
ä•,0.1,0.6,0.2,0.8,0.6,1.3,0.4,0.5,0.2
ñª,0.2,0.8,0.2,1.2,0.2,0.1,0.2,0.5,0.4,1.2
ïy,0.1,0.7,0.6,0.1,1.0,0.1,0.3,1.0,0.6,0.2,0.4
ì~,0.5,1.1,2.1,0.2,0.1
ç·,0.2,1.0,0.9,0.2,0.5,0.7,0.5
ñË,0.1,1.1,1.2,0.6,0.4,1.2,0.2
ó‚,0.1,0.7,0.7,0.8,0.2,0.8,0.9
ê¶,0.1,1.0,0.6,0.3,1.0,0.6,0.0,0.6,0.6,0.4
èy,0.1,1.0,0.5,0.2,0.6,0.6,0.4,0.3,0.1,0.4
íú,0.2,1.0,0.5,1.8,0.4,0.1,0.3,0.1,0.6,0.6
óΩ,0.1,1.0,0.4,0.2,0.7,0.7,0.4,0.4,0.5,1.0
ìÄ,0.1,0.9,0.5,0.1,1.0,0.3,0.2,1.6,0.4,0.7
ã√,0.1,1.0,0.3,0.8,0.3,0.7,0.5,0.3,0.2,0.6,0.2,0.9,0.7,0.5,0.6,0.7
ñ},0.2,2.0,0.1
èà,0.4,0.9,1.5,0.5,1.3
ë˙,0.5,1.5,0.1,1.2,0.7
ì‚,0.3,1.5,0.3,0.4,0.3,0.7
äM,0.2,0.6,0.4,0.5,0.1,1.0,0.4,0.1,0.5,0.3,0.3,1.7
ã•,0.6,0.7,1.6,0.8
ì ,0.3,0.3,0.4,1.0,0.9,0.2
âö,0.2,1.1,0.0,0.3,1.9,0.4
èo,0.9,0.7,0.3,0.8,0.6
îü,0.5,0.5,0.4,0.6,0.3,0.1,1.1,0.6
ìÅ,0.7,0.5
ên,1.0,0.5,1.7
ï™,0.5,1.0,1.2,0.6
êÿ,0.3,1.3,1.0,0.6
ä†,0.6,0.8,0.3,0.6
äß,0.5,0.4,0.7,0.3,0.6
åY,0.7,0.4,0.6,0.3,0.2,0.7
óÒ,0.8,0.5,1.0,0.3,0.3,0.7
èâ,0.1,0.9,0.2,0.3,0.7,0.6,0.6
îª,0.2,0.4,0.9,1.0,0.7,0.5,0.9
ï ,0.3,1.1,0.1,0.7,0.6,0.3,0.6
óò,0.3,1.1,0.6,0.5,0.4,0.2,1.4
ìû,0.8,0.9,0.1,0.1,0.3,0.8,0.2,1.2
êß,0.2,0.6,0.3,0.2,1.5,1.5,0.5,1.4
ç¸,1.2,0.3,1.0,0.1,0.8,0.3,0.4,1.3
åî,0.2,0.3,0.6,0.3,0.5,1.1,1.7,0.5
éh,0.5,0.1,1.6,0.8,0.2,0.4,0.3,0.7
çè,0.1,0.6,0.5,0.9,0.4,0.2,0.1,0.7
í‰,0.1,0.6,1.0,0.2,1.0,0.7,0.5,0.2,0.6
ë•,0.5,1.4,0.2,0.4,0.0,0.3,0.3,0.3,0.6
çÌ,0.1,0.1,0.3,0.4,1.2,0.5,0.2,0.2,0.4
ëO,0.1,0.4,0.8,0.5,1.3,0.4,0.2,0.1,0.5
ñU,0.1,0.6,0.2,0.6,0.6,0.1,1.1,0.3,0.2,1.0
çÑ,0.3,1.7,0.2,0.5,0.5,0.3,0.5,0.1,0.2,1.1
åï,1.4,0.5,0.1,0.1,1.3,0.4,0.7,0.3,0.2,0.7
ç‹,0.2,0.7,0.4,1.2,0.3,0.3,0.7,0.5,0.2,0.9
îç,0.7,0.5,0.9,0.5,0.4,0.7,0.3,0.2,0.2,0.7
ïõ,0.7,0.1,1.2,0.3,0.3,1.2,0.3,0.1,0.1,0.2,0.6
èË,0.3,1.0,0.9,0.1,0.3,0.4,0.8,0.3,0.4,0.2,0.8
äÑ,0.2,0.2,0.8,0.2,0.3,0.2,0.6,0.3,0.5,0.4,0.1,0.7
ën,0.6,0.5,0.4,0.9,0.6,0.6,0.6,0.1,0.6,0.6,0.0,0.8
äc,0.6,0.5,0.1,0.3,0.2,0.6,0.1,1.1,0.4,0.2,0.5,0.5,0.2,0.6
åÄ,0.2,0.6,0.4,1.3,0.3,0.4,0.2,0.4,0.9,0.3,0.6,0.3,0.1,0.1,0.8
ó´,0.3,0.5,0.1,0.9,0.6,0.7,0.5,0.4,0.3,0.4,0.2,0.7,0.5,0.1,1.0
óÕ,1.3,0.9
å˜,0.5,0.4,0.8,1.6,0.6
â¡,1.0,0.7,0.3,1.4,0.1
óÚ,0.3,0.4,0.5,0.6,2.0,0.8
èï,0.7,1.5,0.5,0.6,1.0,1.2,0.9
ìw,1.1,0.4,0.5,0.4,1.2,2.0,0.7
çÖ,0.2,0.4,0.8,0.9,0.6,1.0,0.8
ó„,0.6,0.8,0.6,0.7,0.5,1.0,0.9
òJ,0.1,0.1,0.2,0.2,0.6,1.9,0.7
å¯,0.2,0.4,0.4,0.1,0.6,0.5,1.5,0.9
äN,0.1,0.3,0.4,0.4,1.0,0.1,1.8,1.0
ñu,0.6,0.1,0.2,0.9,0.6,0.6,1.0,1.4,0.5
í∫,0.7,0.2,1.2,0.2,1.0,0.3,0.8,1.7,1.0
óE,1.1,0.6,0.3,0.7,0.5,0.3,0.6,0.6,0.3
ï◊,0.4,0.9,0.1,1.1,0.3,0.1,1.5,1.5,1.2,1.1
ìÆ,0.3,0.7,0.1,1.0,0.5,0.4,0.8,0.4,0.3,1.2,0.9
ä®,0.9,0.4,0.5,0.5,0.4,1.0,0.4,0.2,0.3,0.1,1.5,1.2
ñ±,0.7,0.3,1.0,0.4,0.3,0.4,0.4,0.6,1.2,0.7,0.6
èü,0.3,1.2,0.7,0.6,0.1,0.7,0.5,0.5,0.6,0.3,0.5,0.6
ïÂ,0.5,0.1,0.5,0.1,0.9,0.2,0.1,0.4,0.6,0.8,0.8,0.5
ê®,0.1,0.3,0.5,0.5,0.1,0.4,0.2,0.1,0.3,1.3,0.2,1.7,0.7
ãŒ,0.7,0.2,0.3,0.1,0.9,0.2,0.2,0.4,0.5,0.5,1.3,1.0
ä©,0.2,0.5,0.3,1.5,0.3,0.3,0.3,0.6,0.4,0.4,0.1,1.4,1.2
åM,0.3,0.9,0.2,1.4,0.5,0.5,0.4,0.3,0.1,0.7,0.8,0.1,0.1,0.1,0.1
éŸ,0.7,0.7,0.3
å˘,1.0,0.6,0.9,0.3
ñ‹,0.8,0.6,1.1,0.9
ñÊ,0.7,0.8,1.2,1.4
ìı,0.6,0.6,0.3,0.4
ïÔ,0.6,1.0,0.9,0.3,1.7
âª,1.4,0.2,0.3,1.4
ñk,0.4,0.5,1.6,0.3,0.9
ç˙,0.2,1.1,0.4,0.5,0.4,0.3,0.6,0.8,1.7,0.3,1.0
ëx,0.6,0.6,0.2,2.1,0.7,0.3
è†,0.4,0.3,0.9,0.2,0.8,0.4,0.4
ãß,0.6,0.4,0.8,0.4,0.6,0.4,0.3
îŸ,0.6,0.3,0.5,0.5,0.4,0.3,0.5,0.5,0.6,0.4,0.4
ïC,0.4,0.5,0.5,0.5,0.3
ãÊ,0.8,0.5,0.6,1.8,0.2
à„,0.4,0.4,0.9,0.6,0.6,0.3,0.6,0.2
ìΩ,0.5,0.5,0.5,0.1,0.5,0.3,0.5,0.2,0.9,0.2,0.8
è\,0.5,1.0
êÁ,1.1,0.6,0.4
è°,0.7,0.8,0.6,1.4
åﬂ,0.3,0.5,0.5,0.5
îº,0.2,0.4,0.3,0.5,0.8
î⁄,0.6,0.3,1.0,0.3,0.2,0.3,0.3,0.7,0.4
ë≤,0.1,0.7,0.3,0.3,0.4,0.3,0.6,0.2
ëÏ,0.1,0.3,0.2,0.8,0.3,0.3,0.7,0.3
ã¶,0.1,0.6,1.0,1.0,0.6,0.9,0.7,0.5
ìÏ,0.6,0.4,0.4,0.5,0.1,0.3,0.5,0.5,0.3
íP,0.1,0.1,0.4,0.3,1.0,0.6,0.5,0.7,0.2
îé,0.2,0.8,0.4,0.1,0.9,0.3,0.4,0.2,0.2,0.4,0.4,0.3
ñm,0.8,1.4
êË,0.3,0.7,0.5,0.6,0.5
åT,1.0,0.4,0.7,0.1,0.2,1.1,1.7,0.8
âK,0.3,1.1,0.5,1.7,0.8
àÛ,0.4,0.2,0.3,0.0,1.5,0.7
äÎ,0.1,0.4,0.3,0.7,0.8,1.0
ë¶,1.0,0.2,0.4,1.2,0.3,1.8,0.4
ãp,0.1,0.2,0.5,0.9,0.3,1.5,0.4
óë,0.6,1.2,0.2,0.7,1.5,0.5,0.2
âµ,0.2,0.5,0.4,0.4,0.7,0.1,1.0,1.5,0.7
ã®,0.3,0.8,0.5,0.9,0.4,0.5,1.0,0.2,1.1,0.7
ñÔ,0.4,0.5,1.8,1.4
ó–,0.2,0.5,0.2,1.5,0.1,0.0,0.5,0.4,0.2
å˙,0.6,0.2,0.2,1.4,0.3,0.3,1.0,0.6,0.3
å¥,0.3,0.6,0.6,0.2,1.0,0.2,0.0,0.5,0.4,0.4
ê~,0.8,0.6,0.3,0.1,0.5,0.6,0.1,0.2,0.4,0.6,0.4,0.2
âX,0.7,0.3,0.8,0.5,0.3,0.9,0.1,0.3,0.4,0.1,0.2,0.5,0.4
â},1.0,0.3,0.3,0.8,0.4,0.3,0.7,1.1,0.4,0.4,0.1,0.8,0.6,0.1
åµ,0.1,0.2,0.7,0.6,0.7,0.5,0.2,0.4,0.1,0.5,0.5,0.5,0.4,0.4,0.4,0.6,1.0
ãé,0.3,0.5,0.5,1.6,1.2
éQ,1.1,0.1,0.5,0.6,1.5,0.5,0.4,0.7
ñî,1.9,1.2
ç≥,2.1,1.4,0.2
ãy,0.4,1.5,0.8
óF,0.2,0.7,1.3,0.9
ëo,1.7,1.0,1.5,1.2
îΩ,0.4,0.4,1.3,0.9
é˚,0.5,1.4,1.0,1.6,0.6
èf,0.6,0.6,0.7,0.6,0.4,0.1,1.1,0.7
éÊ,0.8,0.4,0.7,0.5,0.7,0.7,1.0,0.6
éÛ,1.5,0.2,0.3,0.2,0.1,0.4,0.8,1.7
èñ,1.0,0.3,0.4,0.2,0.5,0.3,0.2,1.1,0.5
îæ,0.1,0.6,0.5,0.3,0.6,0.4,0.7,0.7,0.4
âb,0.3,0.4,0.4,1.1,0.4,0.3,0.3,0.3,0.4,0.2,0.7,0.4,0.4,0.3,0.8,0.5
ëp,0.2,0.2,0.1,0.3,0.5,0.2,0.8,0.6,0.4,0.1,0.5,0.2,0.5,0.4,0.3,0.3,0.4,0.6
å˚,0.5,0.7,0.4
å√,0.8,0.5,0.4,1.1,0.3
ãÂ,1.1,0.6,0.1,0.8,0.3
í@,0.3,1.1,0.3,1.7,0.3
ë¸,0.2,1.1,0.3,0.5,0.9
ã©,0.3,1.0,0.3,0.4,0.5,0.9
è¢,0.4,0.6,0.8,0.8,0.3
â¬,0.4,0.2,0.9,0.1,0.6
ë‰,1.7,0.8,0.4,1.2,0.5
é∂,0.3,1.3,0.5,0.2,0.7
éj,0.3,1.1,0.5,0.6,2.3
âE,0.8,1.0,0.4,1.8,0.6
äê,0.4,0.8,0.2,0.3,1.7
çÜ,0.3,1.0,0.2,0.6,1.4
éi,1.2,0.9,0.2,0.9,0.2
ãh,0.3,0.9,0.5,0.5,0.7,1.6
äe,0.8,1.4,2.1,0.2,0.7,0.2
çá,0.7,1.0,0.6,0.5,1.2,0.2
ãg,0.8,0.4,1.0,0.4,1.3,0.7
í›,0.3,1.5,0.6,0.2,0.9,0.3
âD,0.2,0.8,0.3,0.7,1.0,0.2
ìØ,0.8,0.9,0.5,0.1,0.9,0.1
ñº,0.5,1.8,0.4,0.2,1.8,0.4
ç@,1.3,0.5,0.5,0.4,1.3,0.4
óô,0.4,0.1,0.7,1.1,0.7,1.9
ìf,0.3,1.3,0.5,0.7,0.1,0.4
å¸,0.8,0.3,0.7,0.3,0.7,0.4
åN,1.1,1.1,0.4,0.4,0.7,1.3,0.5
ã·,0.3,1.0,0.4,1.1,0.9,0.5,0.7
ñi,0.2,1.2,0.4,1.1,1.1,0.5,0.1
î€,0.8,0.9,0.3,1.1,0.5,1.2,0.7
ä‹,1.0,1.8,0.2,0.5,0.4,0.9,0.4
ãz,0.2,1.2,0.6,1.1,0.7,0.7,0.8
êÅ,0.4,0.9,0.4,1.0,1.0,0.8,0.5
ï´,0.2,0.9,0.4,0.4,1.3,0.5,0.5
å·,0.6,0.3,1.3,0.5,0.1,1.2,0.3
òC,0.4,1.2,0.8,1.0,0.8,1.0,0.6
ï,0.2,1.0,0.4,0.3,0.3,0.6,1.5
íÊ,0.3,1.7,0.7,0.2,0.3,0.9,0.3
å‡,0.2,1.3,0.2,1.2,1.0,0.3,0.4
çê,0.5,0.4,0.6,0.6,0.2,1.0,0.7
ì€,0.5,0.3,1.0,1.1,0.4,1.0,0.4
é¸,0.6,1.1,0.6,0.4,0.9,0.1,1.1,0.3
éÙ,0.2,1.3,0.5,0.3,1.1,0.3,1.0,0.7
ñ°,0.4,0.9,0.5,0.3,0.5,1.0,0.7,0.7
åƒ,0.3,1.1,0.2,0.3,0.1,0.3,0.9,0.5
ñΩ,1.0,1.4,0.2,0.1,0.5,0.5,0.8,0.3
çÓ,0.2,1.1,0.4,0.7,0.7,0.8,0.4,0.3
òa,0.3,1.1,0.2,0.5,0.4,0.3,1.1,0.2
çÁ,0.3,1.1,0.5,0.2,0.6,0.6,0.6,1.0,0.5
äP,0.3,0.9,0.5,0.1,0.5,0.4,1.2,0.8,0.3
àÙ,0.2,1.2,0.5,1.5,1.3,0.5,0.8,0.5,0.5
